Date,Region,Lead Time (Days)
2024/5/13,Shanghai,9.13141610577332
2024/5/14,Shanghai,3.3372465074882003
2024/5/15,Shanghai,5.606248380351471
2024/5/16,Shanghai,5.698245392549376
2024/5/17,Shanghai,7.041762901106044
2024/5/18,Shanghai,9.03645992562835
2024/5/19,Shanghai,5.07915292068534
2024/5/20,Shanghai,8.820880275255263
2024/5/21,Shanghai,7.157136366470022
2024/5/22,Shanghai,9.425353047577193
2024/5/23,Shanghai,7.436120564992455
2024/5/24,Shanghai,8.820389022831574
2024/5/25,Shanghai,6.141856101864502
2024/5/26,Shanghai,3.5541322171362353
2024/5/27,Shanghai,6.862799646778012
2024/5/28,Shanghai,7.553971463776758
2024/5/29,Shanghai,8.121746844822484
2024/5/30,Shanghai,2.213872447717267
2024/5/31,Shanghai,4.899990817232933
2024/6/1,Shanghai,7.128171866744785
2024/6/2,Shanghai,3.4437253858618035
2024/6/3,Shanghai,7.171157531193278
2024/6/4,Shanghai,6.334002603162619
2024/6/5,Shanghai,3.5172018472311324
2024/6/6,Shanghai,3.855469296078545
2024/6/7,Shanghai,9.204459421102925
2024/6/8,Shanghai,8.655388240778652
2024/6/9,Shanghai,4.281951083895518
2024/6/10,Shanghai,6.0347263363552415
2024/6/11,Shanghai,3.733993261851632
2024/6/12,Shanghai,3.174518529572871
2024/6/13,Shanghai,8.612988773200957
2024/6/14,Shanghai,4.851341945345248
2024/6/15,Shanghai,4.282504343344998
2024/6/16,Shanghai,4.209460043635341
2024/6/17,Shanghai,9.812923266880786
2024/6/18,Shanghai,8.767549003852295
2024/6/19,Shanghai,6.332162707212652
2024/6/20,Shanghai,2.19417097570195
2024/6/21,Shanghai,3.0125153097427377
2024/6/22,Shanghai,9.27823730734821
2024/6/23,Shanghai,4.941586670348432
2024/6/24,Shanghai,9.158996049032723
2024/6/25,Shanghai,4.39742799931877
2024/6/26,Shanghai,7.385905254198884
2024/6/27,Shanghai,8.102989903971427
2024/6/28,Shanghai,7.979806288967848
2024/6/29,Shanghai,8.080312702869506
2024/1/1,Guangdong,7.727077548608157
2024/1/2,Guangdong,7.687850250245405
2024/1/3,Guangdong,4.632137876267151
2024/1/4,Guangdong,4.986455762569851
2024/1/5,Guangdong,5.6079142558822515
2024/1/6,Guangdong,8.179921392185143
2024/1/7,Guangdong,3.717142773897497
2024/1/8,Guangdong,6.420891930028099
2024/1/9,Guangdong,6.568821760158546
2024/1/10,Guangdong,7.490545379691902
2024/1/11,Guangdong,9.163872924949683
2024/1/12,Guangdong,9.44957540264991
2024/1/13,Guangdong,5.249777114606583
2024/1/14,Guangdong,4.496836935239282
2024/1/15,Guangdong,6.314830585135641
2024/1/16,Guangdong,5.630621784682766
2024/1/17,Guangdong,2.9241310464599106
2024/1/18,Guangdong,4.781579090226243
2024/1/19,Guangdong,9.478734220714058
2024/1/20,Guangdong,5.893793052521697
2024/1/21,Guangdong,2.158380726784741
2024/1/22,Guangdong,6.230963846537793
2024/1/23,Guangdong,2.7551687994843395
2024/1/24,Guangdong,7.667281978937941
2024/1/25,Guangdong,6.3595226008123955
2024/1/26,Guangdong,6.815051007379823
2024/1/27,Guangdong,8.178667788729332
2024/1/28,Guangdong,7.352505428233298
2024/1/29,Guangdong,8.506282435068034
2024/1/30,Guangdong,9.058038544289605
2024/1/31,Guangdong,8.619268968779807
2024/2/1,Guangdong,6.589451848547873
2024/2/2,Guangdong,9.132370078584682
2024/2/3,Guangdong,8.595249102137505
2024/2/4,Guangdong,2.805351728872864
2024/2/5,Guangdong,4.156755423905746
2024/2/6,Guangdong,7.288598326344338
2024/2/7,Guangdong,9.388815841884057
2024/2/8,Guangdong,2.7940834702086548
2024/2/9,Guangdong,4.905132898460946
2024/2/10,Guangdong,6.833547485985258
2024/2/11,Guangdong,4.216121810459641
2024/2/12,Guangdong,3.509118920140347
2024/2/13,Guangdong,3.8285769639971043
2024/2/14,Guangdong,7.229892859435689
2024/2/15,Guangdong,9.110644881761182
2024/2/16,Guangdong,7.223591104348729
2024/2/17,Guangdong,3.26419972393865
2024/2/18,Guangdong,2.505905601466778
2024/2/19,Guangdong,9.021046867763651
2024/2/20,Guangdong,2.464949535570181
2024/2/21,Guangdong,7.275472867908592
2024/2/22,Guangdong,6.032475402437863
2024/2/23,Guangdong,6.98597479286061
2024/2/24,Guangdong,4.236384337699345
2024/2/25,Guangdong,5.423436059193565
2024/2/26,Guangdong,2.3484356482602937
2024/2/27,Guangdong,6.46594102904765
2024/2/28,Guangdong,5.179764093522819
2024/3/1,Guangdong,7.146805944775479
2024/3/2,Guangdong,4.446640080606895
2024/3/3,Guangdong,9.012541563411443
2024/3/4,Guangdong,8.915740351506997
2024/3/5,Guangdong,3.2965338050816495
2024/3/6,Guangdong,3.628469788972863
2024/3/7,Guangdong,4.113924872219083
2024/3/8,Guangdong,7.680380221290651
2024/3/9,Guangdong,4.568430428463072
2024/3/10,Guangdong,5.244968285995401
2024/3/11,Guangdong,9.885675233196164
2024/3/12,Guangdong,7.3741776671929
2024/3/13,Guangdong,8.809646728797183
2024/3/14,Guangdong,8.022719035383808
2024/3/15,Guangdong,8.192587758984455
2024/3/16,Guangdong,8.691200165606432
2024/3/17,Guangdong,6.088957230352994
2024/3/18,Guangdong,8.966278447178913
2024/3/19,Guangdong,4.698595313819356
2024/3/20,Guangdong,7.832646767350235
2024/3/21,Guangdong,8.354596020614817
2024/3/22,Guangdong,7.6505013390649435
2024/3/23,Guangdong,5.552740854920147
2024/3/24,Guangdong,3.584720411785149
2024/3/25,Guangdong,2.8466307669185706
2024/3/26,Guangdong,5.032257285152162
2024/3/27,Guangdong,9.604757764110342
2024/3/28,Guangdong,5.853918618278758
2024/3/29,Guangdong,2.4745916272561512
2024/3/30,Guangdong,5.135912150559226
2024/3/31,Guangdong,4.018472692371599
2024/4/1,Guangdong,6.718629263841511
2024/4/2,Guangdong,5.4616096134338985
2024/4/3,Guangdong,7.348473907783761
2024/4/4,Guangdong,7.905917182626311
2024/4/5,Guangdong,4.565773263426011
2024/4/6,Guangdong,4.660751969005748
2024/4/7,Guangdong,3.233571094968517
2024/4/8,Guangdong,4.947971914785571
2024/4/9,Guangdong,4.515464555292503
2024/4/10,Guangdong,9.478499657796043
2024/4/11,Guangdong,8.565021685442707
2024/4/12,Guangdong,2.5390259736009018
2024/4/13,Guangdong,7.0722609280470445
2024/4/14,Guangdong,8.27759351533193
2024/4/15,Guangdong,2.9088941097041907
2024/4/16,Guangdong,4.865063386152917
2024/4/17,Guangdong,2.5134377863517017
2024/4/18,Guangdong,8.8190700729576
2024/4/19,Guangdong,8.59145128889763
2024/4/20,Guangdong,8.401459382531257
2024/4/21,Guangdong,9.359175822316967
2024/4/22,Guangdong,6.304095045444677
2024/4/23,Guangdong,4.829067317712997
2024/4/24,Guangdong,5.862080806620997
2024/4/25,Guangdong,6.885316984031379
2024/4/26,Guangdong,3.860746873410756
2024/4/27,Guangdong,8.19530564606059
2024/4/28,Guangdong,6.749455861719806
2024/4/29,Guangdong,2.9010843786151863
2024/4/30,Guangdong,7.173291979315158
2024/5/1,Guangdong,7.553419015759136
2024/5/2,Guangdong,7.195695916561399
2024/5/3,Guangdong,4.9128153549639775
2024/5/4,Guangdong,6.1916485668963865
2024/5/5,Guangdong,2.886452527312608
2024/5/6,Guangdong,4.788068096854443
2024/5/7,Guangdong,3.3603794133131526
2024/5/8,Guangdong,2.34690912107063
2024/5/9,Guangdong,6.232601588392724
2024/5/10,Guangdong,6.171055685493654
2024/5/11,Guangdong,3.052693495431323
2024/5/12,Guangdong,3.5866279904027456
2024/5/13,Guangdong,4.192342095194712
2024/5/14,Guangdong,8.7360224075863
2024/5/15,Guangdong,5.755201032066791
2024/5/16,Guangdong,3.5313229850595134
2024/5/17,Guangdong,3.113525114666719
2024/5/18,Guangdong,5.869869232749608
2024/5/19,Guangdong,5.663092020201514
2024/5/20,Guangdong,9.82321673901647
2024/5/21,Guangdong,9.751873482400342
2024/5/22,Guangdong,9.584968298033349
2024/5/23,Guangdong,9.816330886353688
2024/5/24,Guangdong,5.1966716894697305
2024/5/25,Guangdong,6.519897333269887
2024/5/26,Guangdong,6.200353637296814
2024/5/27,Guangdong,7.265082764591012
2024/5/28,Guangdong,4.1488492217264055
2024/5/29,Guangdong,3.1858801731767006
2024/5/30,Guangdong,6.328541509894377
2024/5/31,Guangdong,3.5710626288056924
2024/6/1,Guangdong,6.18954740885989
2024/6/2,Guangdong,4.889278328614777
2024/6/3,Guangdong,7.5099037636139
2024/6/4,Guangdong,2.028695823090911
2024/6/5,Guangdong,7.651393604619872
2024/6/6,Guangdong,6.841018597517928
2024/6/7,Guangdong,8.524052656556972
2024/6/8,Guangdong,2.984148734319211
2024/6/9,Guangdong,9.762985295425398
2024/6/10,Guangdong,4.312660116100381
2024/6/11,Guangdong,9.237809598106047
2024/6/12,Guangdong,4.196657547136158
2024/6/13,Guangdong,4.1747254380297525
2024/6/14,Guangdong,8.540272203859843
2024/6/15,Guangdong,2.9599519130098244
2024/6/16,Guangdong,9.482446381638098
2024/6/17,Guangdong,4.248431393028103
2024/6/18,Guangdong,7.347815066384637
2024/6/19,Guangdong,2.0617204175165176
2024/6/20,Guangdong,7.894320074415292
2024/6/21,Guangdong,5.048576770311531
2024/6/22,Guangdong,9.615573836049368
2024/6/23,Guangdong,3.931779156902924
2024/6/24,Guangdong,7.88472452872856
2024/6/25,Guangdong,8.772339724361075
2024/6/26,Guangdong,6.964281832408597
2024/6/27,Guangdong,4.201166763496134
2024/6/28,Guangdong,2.7034617833999297
2024/6/29,Guangdong,2.9354513847596646
2024/1/1,Shenzhen,6.213036254151195
2024/1/2,Shenzhen,3.044922628225353
2024/1/3,Shenzhen,3.1713087505205033
2024/1/4,Shenzhen,5.37406356440802
2024/1/5,Shenzhen,9.995259838121827
2024/1/6,Shenzhen,4.086689335643816
2024/1/7,Shenzhen,5.901260963938883
2024/1/8,Shenzhen,4.969877071085367
2024/1/9,Shenzhen,2.0656499754239173
2024/1/10,Shenzhen,9.765144082241829
2024/1/11,Shenzhen,2.953142355362459
2024/1/12,Shenzhen,8.361065825398518
2024/1/13,Shenzhen,4.80348620929415
2024/1/14,Shenzhen,9.478770085346074
2024/1/15,Shenzhen,6.236545004652605
2024/1/16,Shenzhen,6.426321920157564
2024/1/17,Shenzhen,6.021839828960999
2024/1/18,Shenzhen,6.458757679098398
2024/1/19,Shenzhen,7.215625656988933
2024/1/20,Shenzhen,7.377974989031681
2024/1/21,Shenzhen,8.446661311692313
2024/1/22,Shenzhen,4.355756440857591
2024/1/23,Shenzhen,2.489999490030466
2024/1/24,Shenzhen,7.765910987004826
2024/1/25,Shenzhen,2.094891013456727
2024/1/26,Shenzhen,7.125335659097104
2024/1/27,Shenzhen,5.060363152453832
2024/1/28,Shenzhen,8.284771882388005
2024/1/29,Shenzhen,7.764928106736819
2024/1/30,Shenzhen,9.190395846656562
2024/1/31,Shenzhen,6.056449878510018
2024/2/1,Shenzhen,7.715598289819642
2024/2/2,Shenzhen,8.919571613889735
2024/2/3,Shenzhen,5.792755428214114
2024/2/4,Shenzhen,3.8216309714853667
2024/2/5,Shenzhen,5.340075171593868
2024/2/6,Shenzhen,7.824584713921122
2024/2/7,Shenzhen,8.037522097608878
2024/2/8,Shenzhen,3.645649752287814
2024/2/9,Shenzhen,2.475865117862222
2024/2/10,Shenzhen,4.96226162844311
2024/2/11,Shenzhen,4.4621560171187635
2024/2/12,Shenzhen,6.708220488563219
2024/2/13,Shenzhen,5.831596180955735
2024/2/14,Shenzhen,9.25781724366383
2024/2/15,Shenzhen,9.458124622223608
2024/2/16,Shenzhen,2.5157776774099228
2024/2/17,Shenzhen,2.531041909133039
2024/2/18,Shenzhen,9.9036425086346
2024/2/19,Shenzhen,8.689389049995913
2024/2/20,Shenzhen,3.532665257918911
2024/2/21,Shenzhen,2.687146498768506
2024/2/22,Shenzhen,2.7199182150408054
2024/2/23,Shenzhen,9.334737392848329
2024/2/24,Shenzhen,3.74180560930487
2024/2/25,Shenzhen,9.326278449999444
2024/2/26,Shenzhen,5.13836519313348
2024/2/27,Shenzhen,3.628158886324818
2024/2/28,Shenzhen,7.018810675616929
2024/3/1,Shenzhen,3.472031250913032
2024/3/2,Shenzhen,6.9370517405734455
2024/3/3,Shenzhen,2.990636204107135
2024/3/4,Shenzhen,2.2702416105853214
2024/3/5,Shenzhen,5.839067512235207
2024/3/6,Shenzhen,7.717952789471199
2024/3/7,Shenzhen,6.82557402622002
2024/3/8,Shenzhen,7.607949407810982
2024/3/9,Shenzhen,4.539386610581615
2024/3/10,Shenzhen,9.92845567290296
2024/3/11,Shenzhen,9.05459998457493
2024/3/12,Shenzhen,2.2765083841424945
2024/3/13,Shenzhen,8.50247599274244
2024/3/14,Shenzhen,7.9232989972809635
2024/3/15,Shenzhen,9.439408558570719
2024/3/16,Shenzhen,2.026918863007176
2024/3/17,Shenzhen,6.0024323169173694
2024/3/18,Shenzhen,8.05468987787603
2024/3/19,Shenzhen,2.593504211963416
2024/3/20,Shenzhen,6.175203197601725
2024/3/21,Shenzhen,9.264529868609191
2024/3/22,Shenzhen,6.989865492004362
2024/3/23,Shenzhen,8.682236395220688
2024/3/24,Shenzhen,4.376067919589738
2024/3/25,Shenzhen,9.425310544868575
2024/3/26,Shenzhen,7.398550793560479
2024/3/27,Shenzhen,7.156139548332478
2024/3/28,Shenzhen,5.96125221408305
2024/3/29,Shenzhen,7.778220675029471
2024/3/30,Shenzhen,2.0417432003738343
2024/3/31,Shenzhen,6.941000182812631
2024/4/1,Shenzhen,5.4592940616116294
2024/4/2,Shenzhen,4.025371306426491
2024/4/3,Shenzhen,2.611462560568329
2024/4/4,Shenzhen,2.9909729653408235
2024/4/5,Shenzhen,4.745340078697631
2024/4/6,Shenzhen,9.569350903077144
2024/4/7,Shenzhen,9.045256592749631
2024/4/8,Shenzhen,7.615578743102402
2024/4/9,Shenzhen,8.889887137679688
2024/4/10,Shenzhen,8.81245582796859
2024/4/11,Shenzhen,4.928401247070879
2024/4/12,Shenzhen,2.3608285670634874
2024/4/13,Shenzhen,7.305339462794506
2024/4/14,Shenzhen,8.52214274130234
2024/4/15,Shenzhen,5.260899151363252
2024/4/16,Shenzhen,4.242240838241052
2024/4/17,Shenzhen,9.78788980178646
2024/4/18,Shenzhen,4.595291528761642
2024/4/19,Shenzhen,9.863304777982036
2024/4/20,Shenzhen,4.793327835942995
2024/4/21,Shenzhen,9.20871386946894
2024/4/22,Shenzhen,9.707583233605959
2024/4/23,Shenzhen,8.039856652921722
2024/4/24,Shenzhen,6.940962669095988
2024/4/25,Shenzhen,6.30156477069703
2024/4/26,Shenzhen,2.6353764270341777
2024/4/27,Shenzhen,3.923336057472265
2024/4/28,Shenzhen,9.61238414124535
2024/4/29,Shenzhen,5.507830870231418
2024/4/30,Shenzhen,9.12829689281265
2024/5/1,Shenzhen,6.842186417915335
2024/5/2,Shenzhen,4.086860478158256
