Date,Region,Air Shipment Cost,Sea Shipment Cost,Rail Shipment Cost
2024/1/7,Shanghai,1106,9383,8856
2024/1/8,Shanghai,3095,2436,5047
2024/1/9,Shanghai,4145,9531,2549
2024/1/10,Shanghai,4715,8612,7729
2024/1/11,Shanghai,3726,7081,7862
2024/1/12,Shanghai,5414,3390,3671
2024/1/13,Shanghai,1479,5473,3628
2024/1/14,Shanghai,5000,2844,7161
2024/1/15,Shanghai,2049,6642,7626
2024/1/16,Shanghai,3251,7825,6696
2024/1/17,Shanghai,4512,2699,2806
2024/1/18,Shanghai,7963,3949,2948
2024/1/19,Shanghai,5051,5201,7911
2024/1/20,Shanghai,4953,4464,7826
2024/1/21,Shanghai,2364,3256,1849
2024/1/22,Shanghai,2868,9600,7629
2024/1/23,Shanghai,7370,3367,4825
2024/1/24,Shanghai,6102,3401,2366
2024/1/25,Shanghai,6141,7374,6950
2024/1/26,Shanghai,6224,3902,8910
2024/1/27,Shanghai,2756,4896,5932
2024/1/28,Shanghai,2962,6355,7386
2024/1/29,Shanghai,7538,9575,4558
2024/1/30,Shanghai,7003,8488,1921
2024/1/31,Shanghai,7982,8386,7959
2024/2/1,Shanghai,3353,9419,2452
2024/2/2,Shanghai,3601,8090,8319
2024/2/3,Shanghai,4075,7600,3205
2024/2/4,Shanghai,7320,5303,6442
2024/2/5,Shanghai,6162,2332,4428
2024/2/6,Shanghai,6696,4998,6319
2024/2/7,Shanghai,3098,6253,5379
2024/2/8,Shanghai,6970,6570,8626
2024/2/9,Shanghai,3281,6533,5848
2024/2/10,Shanghai,4325,9356,5040
2024/2/11,Shanghai,3789,4365,6917
2024/2/12,Shanghai,3298,6951,2920
2024/2/13,Shanghai,2697,6935,3442
2024/2/14,Shanghai,7997,9232,7740
2024/2/15,Shanghai,4832,5559,4398
2024/2/16,Shanghai,6630,2674,6650
2024/2/17,Shanghai,7740,4400,4797
2024/2/18,Shanghai,3045,8571,8464
2024/2/19,Shanghai,6087,9710,1661
2024/2/20,Shanghai,7966,8225,5303
2024/2/21,Shanghai,3638,6929,2938
2024/2/22,Shanghai,3806,9983,8819
2024/2/23,Shanghai,3974,7322,5945
2024/2/24,Shanghai,4806,9384,8836
2024/2/25,Shanghai,5933,2458,5247
2024/2/26,Shanghai,1164,7404,1624
2024/2/27,Shanghai,4267,9577,2464
2024/2/28,Shanghai,2439,7361,6780
2024/3/1,Shanghai,6057,6763,1778
2024/3/2,Shanghai,2793,6476,2710
2024/3/3,Shanghai,6524,9572,8390
2024/3/4,Shanghai,5006,5760,5401
2024/3/5,Shanghai,3574,8156,5085
2024/3/6,Shanghai,5299,6806,5668
2024/3/7,Shanghai,2150,4146,4313
2024/3/8,Shanghai,7680,9439,5644
2024/3/9,Shanghai,3050,5183,2507
2024/3/10,Shanghai,3863,2611,5266
2024/3/11,Shanghai,1315,2688,6059
2024/3/12,Shanghai,7733,9630,6397
2024/3/13,Shanghai,5600,2510,3644
2024/3/14,Shanghai,4484,2984,6493
2024/3/15,Shanghai,5390,2574,6232
2024/3/16,Shanghai,2544,6115,2677
2024/3/17,Shanghai,3801,6187,8454
2024/3/18,Shanghai,6545,6694,7265
2024/3/19,Shanghai,1648,3499,3225
2024/3/20,Shanghai,3797,7584,4005
2024/3/21,Shanghai,6201,3526,7338
2024/3/22,Shanghai,6278,2897,3911
2024/3/23,Shanghai,1485,4145,8655
2024/3/24,Shanghai,1444,5298,2107
2024/3/25,Shanghai,2994,3261,7125
2024/3/26,Shanghai,7421,8624,2500
2024/3/27,Shanghai,4032,6395,6537
2024/3/28,Shanghai,1698,4915,5798
2024/3/29,Shanghai,1807,3797,7185
2024/3/30,Shanghai,6380,6234,2299
2024/3/31,Shanghai,5862,8690,5539
2024/4/1,Shanghai,1826,9474,5805
2024/4/2,Shanghai,7558,7971,2302
2024/4/3,Shanghai,3938,3404,4562
2024/4/4,Shanghai,7624,7948,4926
2024/4/5,Shanghai,3995,3454,8847
2024/4/6,Shanghai,7844,7403,8445
2024/4/7,Shanghai,2271,3070,5930
2024/4/8,Shanghai,5195,8589,6258
2024/4/9,Shanghai,3798,6960,5740
2024/4/10,Shanghai,3865,2192,2076
2024/4/11,Shanghai,2108,6837,1530
2024/4/12,Shanghai,6694,7580,6458
2024/4/13,Shanghai,6822,7881,8710
2024/4/14,Shanghai,4544,3885,2023
2024/4/15,Shanghai,5063,8155,1943
2024/4/16,Shanghai,4729,5295,1925
2024/4/17,Shanghai,6343,8938,8114
2024/4/18,Shanghai,2521,2801,8376
2024/4/19,Shanghai,3586,7779,4856
2024/4/20,Shanghai,7676,6432,1678
2024/4/21,Shanghai,7413,9153,2944
2024/4/22,Shanghai,4063,8171,6167
2024/4/23,Shanghai,4183,4957,5478
2024/4/24,Shanghai,6925,9912,4632
2024/4/25,Shanghai,6487,9415,8910
2024/4/26,Shanghai,3418,6756,1911
2024/4/27,Shanghai,1308,7473,1820
2024/4/28,Shanghai,6104,7836,7636
2024/4/29,Shanghai,5052,6270,7264
2024/4/30,Shanghai,5443,2560,2016
2024/5/1,Shanghai,2505,3920,2438
2024/5/2,Shanghai,1980,9156,5487
2024/5/3,Shanghai,3705,6514,7369
2024/5/4,Shanghai,1535,7532,1994
2024/5/5,Shanghai,1520,3803,3953
2024/5/6,Shanghai,4455,5209,8649
2024/5/7,Shanghai,3474,7707,5582
2024/5/8,Shanghai,5958,9889,7373
2024/5/9,Shanghai,6885,7664,7255
2024/5/10,Shanghai,6500,2428,8446
2024/5/11,Shanghai,3183,8335,5959
2024/5/12,Shanghai,5450,9560,2684
2024/5/13,Shanghai,1238,9073,4321
2024/5/14,Shanghai,1190,4886,6092
2024/5/15,Shanghai,2822,8585,6879
2024/5/16,Shanghai,3867,9981,2316
2024/5/17,Shanghai,4052,4019,5921
2024/5/18,Shanghai,6623,9460,5809
2024/5/19,Shanghai,1322,7491,5669
2024/5/20,Shanghai,6624,9240,6291
2024/5/21,Shanghai,3069,6108,1562
2024/5/22,Shanghai,1685,2798,4351
2024/5/23,Shanghai,5912,5334,2820
2024/5/24,Shanghai,6468,4884,7117
2024/5/25,Shanghai,7096,6452,3187
2024/5/26,Shanghai,2841,8137,3041
2024/5/27,Shanghai,7636,7510,7328
2024/5/28,Shanghai,5256,3433,1647
2024/5/29,Shanghai,7711,4161,2424
2024/5/30,Shanghai,1040,9438,2206
2024/5/31,Shanghai,6172,8721,3061
2024/6/1,Shanghai,5137,8576,3591
2024/6/2,Shanghai,2247,2173,8747
2024/6/3,Shanghai,1176,6025,3000
2024/6/4,Shanghai,5378,6742,6905
2024/6/5,Shanghai,4135,3532,3796
2024/6/6,Shanghai,5861,3532,3445
2024/6/7,Shanghai,6627,6187,3855
2024/6/8,Shanghai,7832,6883,3398
2024/6/9,Shanghai,3378,2662,3492
2024/6/10,Shanghai,6097,7266,5110
2024/6/11,Shanghai,3186,5569,5782
2024/6/12,Shanghai,4539,4816,6885
2024/6/13,Shanghai,6720,9016,5637
2024/6/14,Shanghai,6864,3065,2995
2024/6/15,Shanghai,6240,3907,2687
2024/6/16,Shanghai,1158,7753,2214
2024/6/17,Shanghai,5407,2538,3711
2024/6/18,Shanghai,5577,6321,6070
2024/6/19,Shanghai,4297,3008,2180
2024/6/20,Shanghai,1418,7167,8676
2024/6/21,Shanghai,3583,2971,3122
2024/6/22,Shanghai,1836,8680,7738
2024/6/23,Shanghai,5193,5410,4089
2024/6/24,Shanghai,6723,2329,4881
2024/6/25,Shanghai,6138,7846,4016
2024/6/26,Shanghai,2415,9186,7982
2024/6/27,Shanghai,2705,9177,7618
2024/6/28,Shanghai,6142,8631,8711
2024/6/29,Shanghai,4947,5541,5632
2024/1/1,Guangdong,3507,3443,7510
2024/1/2,Guangdong,1802,8184,6068
2024/1/3,Guangdong,3062,4468,2204
2024/1/4,Guangdong,5825,8261,5614
2024/1/5,Guangdong,3415,7295,5589
2024/1/6,Guangdong,3038,4903,5015
2024/1/7,Guangdong,3233,7364,8418
2024/1/8,Guangdong,4185,2571,5696
2024/1/9,Guangdong,5934,9803,8027
2024/1/10,Guangdong,4503,8538,8456
2024/1/11,Guangdong,7192,5907,8671
2024/1/12,Guangdong,4197,3360,6556
2024/1/13,Guangdong,5294,9379,1521
2024/1/14,Guangdong,5739,2205,5824
2024/1/15,Guangdong,7285,3797,5733
2024/1/16,Guangdong,2965,6382,1929
2024/1/17,Guangdong,1683,5811,7687
2024/1/18,Guangdong,1940,9853,2802
2024/1/19,Guangdong,2730,6270,3986
2024/1/20,Guangdong,3185,8214,2069
2024/1/21,Guangdong,5235,7775,6938
2024/1/22,Guangdong,2728,4520,4067
2024/1/23,Guangdong,1726,3881,8690
2024/1/24,Guangdong,2073,8752,8759
2024/1/25,Guangdong,5544,6159,5213
2024/1/26,Guangdong,3294,3884,4290
2024/1/27,Guangdong,1974,3601,7231
2024/1/28,Guangdong,7771,4729,1703
2024/1/29,Guangdong,6493,5601,7860
2024/1/30,Guangdong,4874,2268,4430
2024/1/31,Guangdong,3445,4167,4943
2024/2/1,Guangdong,2867,7055,4081
2024/2/2,Guangdong,4054,5541,5300
2024/2/3,Guangdong,1401,8203,7759
2024/2/4,Guangdong,2142,2047,6004
2024/2/5,Guangdong,6594,7732,6679
2024/2/6,Guangdong,2470,7959,8619
2024/2/7,Guangdong,2177,4164,2427
2024/2/8,Guangdong,7908,5337,2148
2024/2/9,Guangdong,6490,5346,4749
2024/2/10,Guangdong,3671,5061,5313
2024/2/11,Guangdong,2497,5716,2859
2024/2/12,Guangdong,4571,8186,5156
2024/2/13,Guangdong,4736,3907,5194
2024/2/14,Guangdong,5916,6176,5440
2024/2/15,Guangdong,5333,4404,8341
2024/2/16,Guangdong,7409,4819,7644
2024/2/17,Guangdong,3914,5566,5866
2024/2/18,Guangdong,3802,3043,4635
2024/2/19,Guangdong,1479,2444,5629
2024/2/20,Guangdong,1522,4797,7376
2024/2/21,Guangdong,4415,9357,8561
2024/2/22,Guangdong,5953,4167,8758
2024/2/23,Guangdong,6990,8689,3331
2024/2/24,Guangdong,4829,5305,3182
2024/2/25,Guangdong,4458,9721,4491
2024/2/26,Guangdong,5183,7099,2194
2024/2/27,Guangdong,7166,8067,6377
2024/2/28,Guangdong,5150,2751,3763
2024/3/1,Guangdong,5328,6689,6852
2024/3/2,Guangdong,2450,8296,4026
2024/3/3,Guangdong,5166,7105,6547
2024/3/4,Guangdong,2691,8884,4506
2024/3/5,Guangdong,2718,4251,8467
2024/3/6,Guangdong,5577,7821,8682
2024/3/7,Guangdong,4774,4881,3854
2024/3/8,Guangdong,1992,7360,3830
2024/3/9,Guangdong,3508,7849,5026
2024/3/10,Guangdong,3084,7267,4543
2024/3/11,Guangdong,6545,6490,3928
2024/3/12,Guangdong,3871,2663,1897
2024/3/13,Guangdong,6317,7673,4697
2024/3/14,Guangdong,2571,6666,8060
2024/3/15,Guangdong,6101,9714,6851
2024/3/16,Guangdong,1129,8068,6581
2024/3/17,Guangdong,1648,6067,8041
2024/3/18,Guangdong,6830,8880,5534
2024/3/19,Guangdong,1586,6945,8351
2024/3/20,Guangdong,2004,2284,5993
2024/3/21,Guangdong,2319,9772,4973
2024/3/22,Guangdong,1180,3167,5608
2024/3/23,Guangdong,3623,5427,1678
2024/3/24,Guangdong,1704,5000,7576
2024/3/25,Guangdong,4108,5847,3511
2024/3/26,Guangdong,4958,8467,5929
2024/3/27,Guangdong,2337,6030,8676
2024/3/28,Guangdong,6227,4181,7097
2024/3/29,Guangdong,4130,3837,7579
2024/3/30,Guangdong,1673,6676,3079
2024/3/31,Guangdong,3396,2515,7548
2024/4/1,Guangdong,7173,7336,4974
2024/4/2,Guangdong,2692,3541,1795
2024/4/3,Guangdong,7397,9241,7063
2024/4/4,Guangdong,5524,4426,7817
2024/4/5,Guangdong,5467,4525,5745
2024/4/6,Guangdong,3017,2432,6947
2024/4/7,Guangdong,3123,5305,7042
2024/4/8,Guangdong,2583,5924,3986
2024/4/9,Guangdong,4096,5906,3652
2024/4/10,Guangdong,6675,9501,4219
2024/4/11,Guangdong,1985,3423,3344
2024/4/12,Guangdong,7982,3506,8645
2024/4/13,Guangdong,3567,2570,3726
2024/4/14,Guangdong,4444,8713,2386
2024/4/15,Guangdong,3237,4077,4335
2024/4/16,Guangdong,1516,3118,5672
2024/4/17,Guangdong,6936,3827,5094
2024/4/18,Guangdong,6498,4271,5212
2024/4/19,Guangdong,6169,7605,2940
2024/4/20,Guangdong,7520,7231,3661
2024/4/21,Guangdong,4716,9323,4913
2024/4/22,Guangdong,1378,4760,7383
2024/4/23,Guangdong,1207,2237,6980
2024/4/24,Guangdong,2259,8832,8449
2024/4/25,Guangdong,7617,6688,7369
2024/4/26,Guangdong,7077,2851,4832
2024/4/27,Guangdong,3005,7065,1581
2024/4/28,Guangdong,6226,5052,8685
2024/4/29,Guangdong,2466,8082,7945
2024/4/30,Guangdong,2804,3743,5715
2024/5/1,Guangdong,3973,7364,5144
2024/5/2,Guangdong,4305,8850,4291
2024/5/3,Guangdong,1869,4141,4332
2024/5/4,Guangdong,3259,9269,5768
2024/5/5,Guangdong,1633,3915,7131
2024/5/6,Guangdong,6524,8427,5429
2024/5/7,Guangdong,7254,8630,4633
2024/5/8,Guangdong,7176,2870,3447
2024/5/9,Guangdong,3509,8182,3256
2024/5/10,Guangdong,7619,8685,2299
2024/5/11,Guangdong,4547,3849,7850
2024/5/12,Guangdong,3467,4122,2942
2024/5/13,Guangdong,1982,4672,8500
2024/5/14,Guangdong,1069,9053,6722
2024/5/15,Guangdong,1463,8575,5152
2024/5/16,Guangdong,5373,3129,4632
2024/5/17,Guangdong,3353,5296,5179
2024/5/18,Guangdong,5918,2084,7349
2024/5/19,Guangdong,2957,5670,2231
2024/5/20,Guangdong,7913,6469,7430
2024/5/21,Guangdong,5065,8335,8913
2024/5/22,Guangdong,2345,6223,7268
2024/5/23,Guangdong,7041,4665,8623
2024/5/24,Guangdong,1428,4426,4128
2024/5/25,Guangdong,5839,4370,3068
2024/5/26,Guangdong,4094,4300,8320
2024/5/27,Guangdong,3011,9213,4139
2024/5/28,Guangdong,6270,2905,4342
2024/5/29,Guangdong,2394,7898,2782
2024/5/30,Guangdong,4693,6079,4851
2024/5/31,Guangdong,7612,7142,6242
2024/6/1,Guangdong,5565,3426,6395
2024/6/2,Guangdong,6085,8729,3555
2024/6/3,Guangdong,5236,4227,4193
2024/6/4,Guangdong,7611,9811,2264
2024/6/5,Guangdong,7038,2595,4969
2024/6/6,Guangdong,5450,6085,6652
2024/6/7,Guangdong,2501,8970,8118
2024/6/8,Guangdong,2933,3814,6033
2024/6/9,Guangdong,5438,7150,5460
2024/6/10,Guangdong,1999,5975,5422
2024/6/11,Guangdong,3141,7259,5847
2024/6/12,Guangdong,3721,9021,1588
2024/6/13,Guangdong,5197,6597,7903
2024/6/14,Guangdong,6597,9802,7640
2024/6/15,Guangdong,3862,9849,6286
2024/6/16,Guangdong,7081,8558,2890
2024/6/17,Guangdong,1825,5216,7479
2024/6/18,Guangdong,2166,9943,7100
2024/6/19,Guangdong,5092,4496,3200
2024/6/20,Guangdong,7173,2995,7753
2024/6/21,Guangdong,4434,2129,3682
2024/6/22,Guangdong,3645,6455,2547
2024/6/23,Guangdong,4102,9224,4270
2024/6/24,Guangdong,3190,2492,8614
2024/6/25,Guangdong,1233,4811,4621
2024/6/26,Guangdong,1136,6206,6416
2024/6/27,Guangdong,1414,6415,7872
2024/6/28,Guangdong,6684,2818,6235
2024/6/29,Guangdong,2954,4411,7420
2024/1/1,Shenzhen,7379,9059,6145
2024/1/2,Shenzhen,1302,8858,1612
2024/1/3,Shenzhen,7777,6389,1760
2024/1/4,Shenzhen,4420,6979,2713
2024/1/5,Shenzhen,7615,4712,2610
2024/1/6,Shenzhen,3496,3208,8004
2024/1/7,Shenzhen,4697,4924,8355
2024/1/8,Shenzhen,5801,2493,7684
2024/1/9,Shenzhen,7648,4742,2157
2024/1/10,Shenzhen,6091,3710,2618
2024/1/11,Shenzhen,4585,7039,8746
2024/1/12,Shenzhen,3582,9104,6528
2024/1/13,Shenzhen,5053,8605,6672
2024/1/14,Shenzhen,4973,4434,5621
2024/1/15,Shenzhen,4127,7783,5488
2024/1/16,Shenzhen,5973,4564,3014
2024/1/17,Shenzhen,2130,8652,7364
2024/1/18,Shenzhen,6098,7431,4007
2024/1/19,Shenzhen,7531,3192,2658
2024/1/20,Shenzhen,6335,9367,2002
2024/1/21,Shenzhen,7202,8176,5437
2024/1/22,Shenzhen,1892,7314,8653
2024/1/23,Shenzhen,5663,8382,6479
2024/1/24,Shenzhen,5136,7179,8455
2024/1/25,Shenzhen,7279,5697,2220
2024/1/26,Shenzhen,2812,2816,4989
2024/1/27,Shenzhen,3770,8811,7973
2024/1/28,Shenzhen,4525,3120,6888
2024/1/29,Shenzhen,2894,4822,8333
2024/1/30,Shenzhen,2807,2662,5250
2024/1/31,Shenzhen,5445,7278,8185
2024/2/1,Shenzhen,4872,3486,7657
2024/2/2,Shenzhen,3319,5592,7755
2024/2/3,Shenzhen,4961,3215,8481
2024/2/4,Shenzhen,4157,2083,4603
2024/2/5,Shenzhen,2785,7338,7355
2024/2/6,Shenzhen,3497,9865,3363
2024/2/7,Shenzhen,5756,9699,8417
2024/2/8,Shenzhen,3225,3249,2697
2024/2/9,Shenzhen,5888,2342,2174
2024/2/10,Shenzhen,7885,5396,5175
2024/2/11,Shenzhen,7935,5174,6794
2024/2/12,Shenzhen,3201,3853,4142
2024/2/13,Shenzhen,1615,6186,1579
2024/2/14,Shenzhen,7057,7362,8859
2024/2/15,Shenzhen,1862,9790,3278
2024/2/16,Shenzhen,6874,2405,2037
2024/2/17,Shenzhen,4794,6822,8315
2024/2/18,Shenzhen,4394,6850,7479
2024/2/19,Shenzhen,3662,4992,8045
2024/2/20,Shenzhen,3485,9866,4803
2024/2/21,Shenzhen,5477,6904,2441
2024/2/22,Shenzhen,3682,4168,6125
2024/2/23,Shenzhen,4292,2312,3257
2024/2/24,Shenzhen,1610,4553,7253
2024/2/25,Shenzhen,1907,4121,8371
2024/2/26,Shenzhen,5012,2131,7625
2024/2/27,Shenzhen,3847,3735,8903
2024/2/28,Shenzhen,2142,3336,1586
2024/3/1,Shenzhen,4026,2695,4163
2024/3/2,Shenzhen,4116,5717,7672
2024/3/3,Shenzhen,6730,5180,5285
2024/3/4,Shenzhen,2707,9477,6158
2024/3/5,Shenzhen,6586,3372,3224
2024/3/6,Shenzhen,7445,4319,2802
2024/3/7,Shenzhen,1706,8584,8043
2024/3/8,Shenzhen,5718,2325,5839
2024/3/9,Shenzhen,6533,5712,5632
2024/3/10,Shenzhen,1417,6623,8495
2024/3/11,Shenzhen,7555,7995,5365
2024/3/12,Shenzhen,7939,9626,5900
2024/3/13,Shenzhen,2090,2060,8419
2024/3/14,Shenzhen,2951,7977,8362
2024/3/15,Shenzhen,4515,2318,4674
2024/3/16,Shenzhen,1251,6273,7542
2024/3/17,Shenzhen,4033,2024,8128
2024/3/18,Shenzhen,2100,5700,4576
2024/3/19,Shenzhen,7146,2098,8412
2024/3/20,Shenzhen,6656,4729,3952
2024/3/21,Shenzhen,3371,4601,8618
2024/3/22,Shenzhen,1095,6174,6889
2024/3/23,Shenzhen,7122,9277,7733
2024/3/24,Shenzhen,2583,4817,4902
2024/3/25,Shenzhen,2879,8553,5912
2024/3/26,Shenzhen,3797,4792,6047
2024/3/27,Shenzhen,1216,8350,2673
2024/3/28,Shenzhen,5937,5272,2394
2024/3/29,Shenzhen,5634,7485,6470
2024/3/30,Shenzhen,4671,6985,4960
2024/3/31,Shenzhen,1625,6744,6635
2024/4/1,Shenzhen,2147,8468,2101
2024/4/2,Shenzhen,1097,9258,2379
2024/4/3,Shenzhen,5032,2173,5254
2024/4/4,Shenzhen,4767,9613,3800
2024/4/5,Shenzhen,5106,7149,7633
2024/4/6,Shenzhen,2389,5970,4387
